,State,County,Percent GOP
881,IL,Jefferson,0.601423051
882,IL,Jersey,0.606841046
883,IL,JoDaviess,0.484532469
884,IL,Johnson,0.698729262
885,IL,Kane,0.487401365
886,IL,Kankakee,0.508558479
887,IL,Kendall,0.512321833
888,IL,Knox,0.405604654
889,IL,Lake,0.452797572
890,IL,LaSalle,0.492236881
891,IL,Lawrence,0.64388369
892,IL,Lee,0.526743044
893,IL,Livingston,0.648844797
894,IL,Logan,0.650909695
895,IL,McDonough,0.493769596
896,IL,McHenry,0.535133881
897,IL,McLean,0.544807301
898,IL,Macon,0.518013212
899,IL,Macoupin,0.520790567
900,IL,Madison,0.494922383
901,IL,Marion,0.586787894
902,IL,Marshall,0.562649777
903,IL,Mason,0.520567602
904,IL,Massac,0.65896488
905,IL,Menard,0.642136112
906,IL,Mercer,0.454428152
907,IL,Monroe,0.624978457
908,IL,Montgomery,0.558663366
909,IL,Morgan,0.565844645
910,IL,Moultrie,0.624752148
911,IL,Ogle,0.574458058
912,IL,Peoria,0.469087881
913,IL,Perry,0.576628553
914,IL,Piatt,0.622283546
915,IL,Pike,0.667079038
916,IL,Pope,0.680937359
917,IL,Pulaski,0.520493169
918,IL,Putnam,0.478927203
919,IL,Randolph,0.576077886
920,IL,Richland,0.653010723
921,IL,Rock Island,0.383600493
922,IL,St. Clair,0.419077708
923,IL,Saline,0.635022869
924,IL,Sangamon,0.533127021
925,IL,Schuyler,0.5311695
926,IL,Scott,0.620986688
927,IL,Shelby,0.658480208
928,IL,Stark,0.573844419
929,IL,Stephenson,0.513359563
930,IL,Tazewell,0.579051935
931,IL,Union,0.598380469
932,IL,Vermilion,0.569265476
933,IL,Wabash,0.677394188
934,IL,Warren,0.462814339
935,IL,Washington,0.647066775
936,IL,Wayne,0.779572694
937,IL,White,0.669924919
938,IL,Whiteside,0.403685092
939,IL,Will,0.474017653
940,IL,Williamson,0.614876715
941,IL,Winnebago,0.462717806
942,IL,Woodford,0.686916384
944,IN,Adams,0.687490383
945,IN,Allen,0.576332776
946,IN,Bartholomew,0.616893528
947,IN,Benton,0.651104277
948,IN,Blackford,0.571729958
949,IN,Boone,0.678340848
950,IN,Brown,0.570487484
951,IN,Carroll,0.640703195
952,IN,Cass,0.596449034
953,IN,Clark,0.540181038
954,IN,Clay,0.64685955
955,IN,Clinton,0.641562911
956,IN,Crawford,0.527256869
957,IN,Daviess,0.745461644
958,IN,Dearborn,0.688573729
959,IN,Decatur,0.690963797
960,IN,DeKalb,0.648890523
961,IN,Delaware,0.472598166
962,IN,Dubois,0.628519038
963,IN,Elkhart,0.624896706
964,IN,Fayette,0.572141561
965,IN,Floyd,0.563104044
966,IN,Fountain,0.656060819
967,IN,Franklin,0.703479003
968,IN,Fulton,0.65455665
969,IN,Gibson,0.644584862
970,IN,Grant,0.599730778
971,IN,Greene,0.645523243
972,IN,Hamilton,0.663289548
973,IN,Hancock,0.694486843
974,IN,Harrison,0.602346141
975,IN,Hendricks,0.665385193
976,IN,Henry,0.570435881
977,IN,Howard,0.56042438
978,IN,Huntington,0.689519457
979,IN,Jackson,0.623742816
980,IN,Jasper,0.6170972
981,IN,Jay,0.587944789
982,IN,Jefferson,0.540853659
983,IN,Jennings,0.597049917
984,IN,Johnson,0.682263519
985,IN,Knox,0.634664906
986,IN,Kosciusko,0.750790639
987,IN,LaGrange,0.668778864
988,IN,Lake,0.339190074
989,IN,LaPorte,0.426254667
990,IN,Lawrence,0.652115363
991,IN,Madison,0.51117692
992,IN,Marion,0.380525234
993,IN,Marshall,0.63433046
994,IN,Martin,0.687895403
995,IN,Miami,0.63983383
996,IN,Monroe,0.404328358
997,IN,Montgomery,0.680744303
998,IN,Morgan,0.693462178
999,IN,Newton,0.582271762
1000,IN,Noble,0.657473529
1001,IN,Ohio,0.624822191
1002,IN,Orange,0.59525345
1003,IN,Owen,0.624398668
1004,IN,Parke,0.650061501
1005,IN,Perry,0.432621409
1006,IN,Pike,0.612255233
1007,IN,Porter,0.471767351
1008,IN,Posey,0.60797315
1009,IN,Pulaski,0.623448787
1010,IN,Putnam,0.651849707
1011,IN,Randolph,0.610325874
1012,IN,Ripley,0.681478783
1013,IN,Rush,0.659407913
1014,IN,St. Joseph,0.475172626
1015,IN,Scott,0.520766407
1016,IN,Shelby,0.655318641
1017,IN,Spencer,0.567095116
1018,IN,Starke,0.541361974
1019,IN,Steuben,0.624552168
1020,IN,Sullivan,0.591386174
1021,IN,Switzerland,0.551074477
1022,IN,Tippecanoe,0.506349654
1023,IN,Tipton,0.648153178
1024,IN,Union,0.652468538
1025,IN,Vanderburgh,0.545514803
1026,IN,Vermillion,0.520826999
1027,IN,Vigo,0.486107974
1028,IN,Wabash,0.671390332
1029,IN,Warren,0.625855714
1030,IN,Warrick,0.62329963
1031,IN,Washington,0.609044289
1032,IN,Wayne,0.56253437
1033,IN,Wells,0.716220399
1034,IN,White,0.602969397
1035,IN,Whitley,0.683572143
1037,KS,Allen,0.62459299
1038,KS,Anderson,0.686010996
1039,KS,Atchison,0.590244653
1040,KS,Barber,0.768185802
1041,KS,Barton,0.760366361
1042,KS,Bourbon,0.657404381
1043,KS,Brown,0.708408797
1044,KS,Butler,0.697941223
1045,KS,Chase,0.695052717
1046,KS,Chautauqua,0.799600533
1047,KS,Cherokee,0.636612673
1048,KS,Cheyenne,0.813642757
1049,KS,Clark,0.791
1050,KS,Clay,0.757533482
1051,KS,Cloud,0.729340409
1052,KS,Coffey,0.744985673
1053,KS,Comanche,0.826229508
1054,KS,Cowley,0.637415622
1055,KS,Crawford,0.519986097
1056,KS,Decatur,0.795172864
1057,KS,Dickinson,0.726890756
1058,KS,Doniphan,0.711487088
1059,KS,Douglas,0.367910464
1060,KS,Edwards,0.767765568
1061,KS,Elk,0.766961652
1062,KS,Ellis,0.708740903
1063,KS,Ellsworth,0.711617482
1064,KS,Finney,0.672724878
1065,KS,Ford,0.675451621
1066,KS,Franklin,0.637886359
1067,KS,Geary,0.563646027
1068,KS,Gove,0.844298246
1069,KS,Graham,0.791508719
1070,KS,Grant,0.786455982
1071,KS,Gray,0.824829037
1072,KS,Greeley,0.810526316
1073,KS,Greenwood,0.733924612
1074,KS,Hamilton,0.791131855
1075,KS,Harper,0.737901499
1076,KS,Harvey,0.604998189
1077,KS,Haskell,0.834686347
1078,KS,Hodgeman,0.816190476
1079,KS,Jackson,0.635001827
1080,KS,Jefferson,0.601553398
1081,KS,Jewell,0.825998646
1082,KS,Johnson,0.579693822
1083,KS,Kearny,0.790454884
1084,KS,Kingman,0.741169115
1085,KS,Kiowa,0.856134157
1086,KS,Labette,0.59036297
1087,KS,Lane,0.79825518
1088,KS,Leavenworth,0.589688771
1089,KS,Lincoln,0.786840302
1090,KS,Linn,0.717047042
1091,KS,Logan,0.832565284
1092,KS,Lyon,0.547442742
1093,KS,McPherson,0.696434494
1094,KS,Marion,0.720007452
1095,KS,Marshall,0.66745031
1096,KS,Meade,0.845873786
1097,KS,Miami,0.664253517
1098,KS,Mitchell,0.784468012
1099,KS,Montgomery,0.696022492
1100,KS,Morris,0.692794933
1101,KS,Morton,0.84202085
1102,KS,Nemaha,0.782012503
1103,KS,Neosho,0.659380406
1104,KS,Ness,0.839802399
1105,KS,Norton,0.807926829
1106,KS,Osage,0.640378083
1107,KS,Osborne,0.803551609
1108,KS,Ottawa,0.782548476
1109,KS,Pawnee,0.704873294
1110,KS,Phillips,0.834055972
1111,KS,Pottawatomie,0.719337848
1112,KS,Pratt,0.72761194
1113,KS,Rawlins,0.85
1114,KS,Reno,0.645104529
1115,KS,Republic,0.79469697
1116,KS,Rice,0.726394257
1117,KS,Riley,0.550527978
1118,KS,Rooks,0.82247619
1119,KS,Rush,0.743060039
1120,KS,Russell,0.797770701
1121,KS,Saline,0.649085395
1122,KS,Scott,0.84299158
1123,KS,Sedgwick,0.587066775
1124,KS,Seward,0.705348133
1125,KS,Shawnee,0.49738122
1126,KS,Sheridan,0.860606061
1127,KS,Sherman,0.754796623
1128,KS,Smith,0.805849723
1129,KS,Stafford,0.753955265
1130,KS,Stanton,0.800841515
1131,KS,Stevens,0.862862863
1132,KS,Sumner,0.685504506
1133,KS,Thomas,0.805489965
1134,KS,Trego,0.796632124
1135,KS,Wabaunsee,0.69061629
1136,KS,Wallace,0.898847631
1137,KS,Washington,0.803353126
1138,KS,Wichita,0.831813576
1139,KS,Wilson,0.760205461
1140,KS,Woodson,0.717770035
1141,KS,Wyandotte,0.309032415
1143,KY,Adair,0.768552632
1144,KY,Allen,0.730243696
1145,KY,Anderson,0.661174646
1146,KY,Ballard,0.679589217
1147,KY,Barren,0.659341986
1148,KY,Bath,0.551916545
1149,KY,Bell,0.751634676
1150,KY,Boone,0.684255643
1151,KY,Bourbon,0.593248198
1152,KY,Boyd,0.571586134
1153,KY,Boyle,0.622816947
1154,KY,Bracken,0.628173375
1155,KY,Breathitt,0.662539936
1156,KY,Breckinridge,0.630726748
1157,KY,Bullitt,0.670527144
1158,KY,Butler,0.734677738
1159,KY,Caldwell,0.666211604
1160,KY,Calloway,0.626526819
1161,KY,Campbell,0.603390337
1162,KY,Carlisle,0.700649103
1163,KY,Carroll,0.543206522
1164,KY,Carter,0.592746463
1165,KY,Casey,0.805122312
1166,KY,Christian,0.613811324
1167,KY,Clark,0.644451655
1168,KY,Clay,0.836516321
1169,KY,Clinton,0.812428864
1170,KY,Crittenden,0.73663726
1171,KY,Cumberland,0.776726253
1172,KY,Daviess,0.596306946
1173,KY,Edmonson,0.69296741
1174,KY,Elliott,0.469362234
1175,KY,Estill,0.723186728
1176,KY,Fayette,0.483170536
1177,KY,Fleming,0.653753027
1178,KY,Floyd,0.657085292
1179,KY,Franklin,0.486137893
1180,KY,Fulton,0.574365175
1181,KY,Gallatin,0.574509804
1182,KY,Garrard,0.750317931
1183,KY,Grant,0.65814548
1184,KY,Graves,0.690569935
1185,KY,Grayson,0.690905168
1186,KY,Green,0.748352554
1187,KY,Greenup,0.584141434
1188,KY,Hancock,0.535204452
1189,KY,Hardin,0.595659492
1190,KY,Harlan,0.811878401
1191,KY,Harrison,0.636046349
1192,KY,Hart,0.642803202
1193,KY,Henderson,0.553132051
1194,KY,Henry,0.598420413
1195,KY,Hickman,0.669004208
1196,KY,Hopkins,0.692183152
1197,KY,Jackson,0.862477771
1198,KY,Jefferson,0.437157585
1199,KY,Jessamine,0.690203686
1200,KY,Johnson,0.785279469
1201,KY,Kenton,0.611519083
1202,KY,Knott,0.72545231
1203,KY,Knox,0.762792793
1204,KY,LaRue,0.67852186
1205,KY,Laurel,0.810023206
1206,KY,Lawrence,0.714413448
1207,KY,Lee,0.753717118
1208,KY,Leslie,0.896767677
1209,KY,Letcher,0.77768897
1210,KY,Lewis,0.697420843
1211,KY,Lincoln,0.701048951
1212,KY,Livingston,0.684770561
1213,KY,Logan,0.656484918
1214,KY,Lyon,0.628452319
1215,KY,McCracken,0.654191225
1216,KY,McCreary,0.800140252
1217,KY,McLean,0.644047619
1218,KY,Madison,0.634150734
1219,KY,Magoffin,0.691335372
1220,KY,Marion,0.519409513
1221,KY,Marshall,0.66195749
1222,KY,Martin,0.831589958
1223,KY,Mason,0.61011775
1224,KY,Meade,0.605222171
1225,KY,Menifee,0.571208622
1226,KY,Mercer,0.686392915
1227,KY,Metcalfe,0.63957935
1228,KY,Monroe,0.792667509
1229,KY,Montgomery,0.62431694
1230,KY,Morgan,0.675536673
1231,KY,Muhlenberg,0.609405669
1232,KY,Nelson,0.575922728
1233,KY,Nicholas,0.613565891
1234,KY,Ohio,0.67074435
1235,KY,Oldham,0.67549292
1236,KY,Owen,0.652250274
1237,KY,Owsley,0.809493671
1238,KY,Pendleton,0.642573184
1239,KY,Perry,0.78515625
1240,KY,Pike,0.744287407
1241,KY,Powell,0.613825715
1242,KY,Pulaski,0.796600392
1243,KY,Robertson,0.619251337
1244,KY,Rockcastle,0.808880309
1245,KY,Rowan,0.528072242
1246,KY,Russell,0.802579992
1247,KY,Scott,0.616532944
1248,KY,Shelby,0.63186666
1249,KY,Simpson,0.614332064
1250,KY,Spencer,0.679160242
1251,KY,Taylor,0.689841038
1252,KY,Todd,0.688215345
1253,KY,Trigg,0.670623145
1254,KY,Trimble,0.602542373
1255,KY,Union,0.661422594
1256,KY,Warren,0.601152908
1257,KY,Washington,0.669796857
1258,KY,Wayne,0.733564494
1259,KY,Webster,0.659414991
1260,KY,Whitley,0.782981328
1261,KY,Wolfe,0.602579132
1262,KY,Woodford,0.585353986
1264,LA,Acadia,0.742751733
1265,LA,Allen,0.697936815
1266,LA,Ascension,0.662919148
1267,LA,Assumption,0.553361842
1268,LA,Avoyelles,0.626475598
1269,LA,Beauregard,0.781199466
1270,LA,Bienville,0.505483826
1271,LA,Bossier,0.720484359
1272,LA,Caddo,0.469690448
1273,LA,Calcasieu,0.634425708
1274,LA,Caldwell,0.771840543
1275,LA,Cameron,0.870726496
1276,LA,Catahoula,0.65442404
1277,LA,Claiborne,0.542038027
1278,LA,Concordia,0.581023454
1279,LA,DeSoto,0.563448276
1280,LA,East Baton Rouge,0.466040462
1281,LA,East Carroll,0.331560284
1282,LA,East Feliciana,0.52865119
1283,LA,Evangeline,0.645480495
1284,LA,Franklin,0.674164524
1285,LA,Grant,0.817216709
1286,LA,Iberia,0.625598946
1287,LA,Iberville,0.427353944
1288,LA,Jackson,0.681631027
1289,LA,Jefferson,0.582275384
1290,LA,Jeff Davis,0.729192456
1291,LA,Lafayette,0.658870404
1292,LA,Lafourche,0.7316204
1293,LA,LaSalle,0.871272063
1294,LA,Lincoln,0.565563403
1295,LA,Livingston,0.841855903
1296,LA,Madison,0.385579333
1297,LA,Morehouse,0.522556093
1298,LA,Natchitoches,0.525989454
1299,LA,Orleans,0.177869786
1300,LA,Ouachita,0.59802446
1301,LA,Plaquemines,0.632046898
1302,LA,Pointe Coupee,0.539063143
1303,LA,Rapides,0.641066749
1304,LA,Red River,0.516538382
1305,LA,Richland,0.635786912
1306,LA,Sabine,0.769651741
1307,LA,St. Bernard,0.609366036
1308,LA,St. Charles,0.629135413
1309,LA,St. Helena,0.388552094
1310,LA,St. James,0.420385764
1311,LA,St. John the Baptist,0.360761292
1312,LA,St. Landry,0.515643384
1313,LA,St. Martin,0.615532835
1314,LA,St. Mary,0.587366729
1315,LA,St. Tammany,0.750416357
1316,LA,Tangipahoa,0.630525055
1317,LA,Tensas,0.437411095
1318,LA,Terrebonne,0.69682296
1319,LA,Union,0.702303548
1320,LA,Vermilion,0.75684438
1321,LA,Vernon,0.778290401
1322,LA,Washington,0.633701657
1323,LA,Webster,0.618964862
1324,LA,West Baton Rouge,0.54181021
1325,LA,West Carroll,0.797713281
1326,LA,West Feliciana,0.563787433
1327,LA,Winn,0.694886712
1329,MA,Abington,0.491387676
1330,MA,Acton,0.325033761
1331,MA,Acushnet,0.41274343
1332,MA,Adams,0.209475032
1333,MA,Agawam,0.478612234
1334,MA,Alford,0.210526316
1335,MA,Amesbury,0.41043354
1336,MA,Amherst,0.125781093
1337,MA,Andover,0.486772771
1338,MA,Aquinnah,0.127946128
1339,MA,Arlington,0.258110779
1340,MA,Ashburnham,0.476027397
1341,MA,Ashby,0.525136612
1342,MA,Ashfield,0.166815343
1343,MA,Ashland,0.400258459
1344,MA,Athol,0.439303905
1345,MA,Attleboro,0.439460477
1346,MA,Auburn,0.468899522
1347,MA,Avon,0.472431078
1348,MA,Ayer,0.427277717
1349,MA,Barnstable,0.48315446
1350,MA,Barre,0.476705181
1351,MA,Becket,0.267838676
1352,MA,Bedford,0.399318301
1353,MA,Belchertown,0.380387505
1354,MA,Bellingham,0.202901179
1355,MA,Belmont,0.335867017
1356,MA,Berkley,0.511373976
1357,MA,Berlin,0.460343871
1358,MA,Bernardston,0.282161235
1359,MA,Beverly,0.402423068
1360,MA,Billerica,0.49629963
1361,MA,Blackstone,0.469756663
1362,MA,Blandford,0.527272727
1363,MA,Bolton,0.478332239
1364,MA,Boston,0.194086493
1365,MA,Bourne,0.521186861
1366,MA,Boxborough,0.387295082
1367,MA,Boxford,0.589653831
1368,MA,Boylston,0.500746826
1369,MA,Braintree,0.473613894
1370,MA,Brewster,0.421666411
1371,MA,Bridgewater,0.506572379
1372,MA,Brimfield,0.535749265
1373,MA,Brockton,0.254059441
1374,MA,Brookfield,0.495930233
1375,MA,Brookline,0.20465366
1376,MA,Buckland,0.243713733
1377,MA,Burlington,0.464559243
1378,MA,Cambridge,0.109455388
1379,MA,Canton,0.466921016
1380,MA,Carlisle,0.393667861
1381,MA,Carver,0.513893483
1382,MA,Charlemont,0.259780908
1383,MA,Charlton,0.545779899
1384,MA,Chatham,0.493714781
1385,MA,Chelmsford,0.489953235
1386,MA,Chelsea,0.180298507
1387,MA,Cheshire,0.283170592
1388,MA,Chester,0.461422088
1389,MA,Chesterfield,0.318435754
1390,MA,Chicopee,0.359333421
1391,MA,Chilmark,0.174690509
1392,MA,Clarksburg,0.270711785
1393,MA,Clinton,0.404188654
1394,MA,Cohasset,0.533621221
1395,MA,Colrain,0.263337117
1396,MA,Concord,0.320164234
1397,MA,Conway,0.2304
1398,MA,Cummington,0.263257576
1399,MA,Dalton,0.262101535
1400,MA,Danvers,0.481422761
1401,MA,Dartmouth,0.372191712
1402,MA,Dedham,0.420174859
1403,MA,Deerfield,0.277998675
1404,MA,Dennis,0.459058951
1405,MA,Dighton,0.507717751
1406,MA,Douglas,0.563761366
1407,MA,Dover,0.560716284
1408,MA,Dracut,0.528896211
1409,MA,Dudley,0.502072232
1410,MA,Dunstable,0.547379566
1411,MA,Duxbury,0.551128131
1412,MA,East Bridgewater,0.529871198
1413,MA,East Brookfield,0.577661431
1414,MA,Eastham,0.39314845
1415,MA,Easthampton,0.273605865
1416,MA,East Longmeadow,0.51964614
1417,MA,Easton,0.51397114
1418,MA,Edgartown,0.322794692
1419,MA,Egremont,0.179761905
1420,MA,Erving,0.25974026
1421,MA,Essex,0.445783133
1422,MA,Everett,0.273226545
1423,MA,Fairhaven,0.373349485
1424,MA,Fall River,0.248515288
1425,MA,Falmouth,0.418985776
1426,MA,Fitchburg,0.388053467
1427,MA,Florida,0.326478149
1428,MA,Foxborough,0.496533168
1429,MA,Framingham,0.322624892
1430,MA,Franklin,0.491293604
1431,MA,Freetown,0.48380829
1432,MA,Gardner,0.405639648
1433,MA,Georgetown,0.524313327
1434,MA,Gill,0.239007892
1435,MA,Gloucester,0.357230829
1436,MA,Goshen,0.32247557
1437,MA,Gosnold,0.413793103
1438,MA,Grafton,0.468465608
1439,MA,Granby,0.45037292
1440,MA,Granville,0.564044944
1441,MA,Great Barrington,0.165876777
1442,MA,Greenfield,0.226738609
1443,MA,Groton,0.459021757
1444,MA,Groveland,0.523929471
1445,MA,Hadley,0.288505373
1446,MA,Halifax,0.664414414
1447,MA,Hamilton,0.495726496
1448,MA,Hampden,0.54010327
1449,MA,Hancock,0.371727749
1450,MA,Hanover,0.589931515
1451,MA,Hanson,0.538613506
1452,MA,Hardwick,0.427043545
1453,MA,Harvard,0.378018318
1454,MA,Harwich,0.445363625
1455,MA,Hatfield,0.313513514
1456,MA,Haverhill,0.427020156
1457,MA,Hawley,0.328282828
1458,MA,Heath,0.291079812
1459,MA,Hingham,0.512255596
1460,MA,Hinsdale,0.280983917
1461,MA,Holbrook,0.43688614
1462,MA,Holden,0.504046463
1463,MA,Holland,0.521148036
1464,MA,Holliston,0.423611951
1465,MA,Holyoke,0.222052722
1466,MA,Hopedale,0.465265082
1467,MA,Hopkinton,0.500808875
1468,MA,Hubbardston,0.531153846
1469,MA,Hudson,0.417798642
1470,MA,Hull,0.398319051
1471,MA,Huntington,0.435850773
1472,MA,Ipswich,0.45111513
1473,MA,Kingston,0.534673367
1474,MA,Lakeville,0.57071231
1475,MA,Lancaster,0.515902965
1476,MA,Lanesborough,0.269423559
1477,MA,Lawrence,0.158060684
1478,MA,Lee,0.244848901
1479,MA,Leicester,0.484292718
1480,MA,Lenox,0.22138406
1481,MA,Leominster,0.458991723
1482,MA,Leverett,0.15
1483,MA,Lexington,0.289587555
1484,MA,Leyden,0.248917749
1485,MA,Lincoln,0.288251366
1486,MA,Littleton,0.437941286
1487,MA,Longmeadow,0.425121895
1488,MA,Lowell,0.313399254
1489,MA,Ludlow,0.44411126
1490,MA,Lunenburg,0.515351993
1491,MA,Lynn,0.266132075
1492,MA,Lynnfield,0.608677686
1493,MA,Malden,0.272510492
1494,MA,Manchester,0.443132738
1495,MA,Mansfield,0.490040174
1496,MA,Marblehead,0.43853122
1497,MA,Marion,0.45133292
1498,MA,Marlborough,0.411049922
1499,MA,Marshfield,0.521929534
1500,MA,Mashpee,0.490096618
1501,MA,Mattapoisett,0.46926385
1502,MA,Maynard,0.34951624
1503,MA,Medfield,0.521105866
1504,MA,Medford,0.302689683
1505,MA,Medway,0.486587389
1506,MA,Melrose,0.384779931
1507,MA,Mendon,0.540223136
1508,MA,Merrimac,0.464666293
1509,MA,Methuen,0.473591057
1510,MA,Middleborough,0.528396144
1511,MA,Middlefield,0.264604811
1512,MA,Middleton,0.57505423
1513,MA,Milford,0.429530201
1514,MA,Millbury,0.480837264
1515,MA,Millis,0.471283784
1516,MA,Millville,0.522157996
1517,MA,Milton,0.387394798
1518,MA,Monroe,0.396226415
1519,MA,Monson,0.473549289
1520,MA,Montague,0.207264957
1521,MA,Monterey,0.183364839
1522,MA,Montgomery,0.540433925
1523,MA,Mount Washington,0.175925926
1524,MA,Nahant,0.390849673
1525,MA,Nantucket,0.35837297
1526,MA,Natick,0.362461109
1527,MA,Needham,0.385316216
1528,MA,New Ashford,0.261437908
1529,MA,New Bedford,0.227001806
1530,MA,New Braintree,0.459749553
1531,MA,Newbury,0.473826715
1532,MA,Newburyport,0.368631369
1533,MA,New Marlborough,0.28708134
1534,MA,New Salem,0.338283828
1535,MA,Newton,0.270311145
1536,MA,Norfolk,0.561425061
1537,MA,North Adams,0.200350263
1538,MA,Northampton,0.13691486
1539,MA,North Andover,0.528187165
1540,MA,North Attleborough,0.518201739
1541,MA,Northborough,0.461281868
1542,MA,Northbridge,0.535296437
1543,MA,North Brookfield,0.536966624
1544,MA,Northfield,0.290719115
1545,MA,North Reading,0.530946116
1546,MA,Norton,0.491493593
1547,MA,Norwell,0.570278638
1548,MA,Norwood,0.431077007
1549,MA,Oak Bluffs,0.285868393
1550,MA,Oakham,0.531413613
1551,MA,Orange,0.409582689
1552,MA,Orleans,0.430266398
1553,MA,Otis,0.375150784
1554,MA,Oxford,0.502155836
1555,MA,Palmer,0.440383251
1556,MA,Paxton,0.541167066
1557,MA,Peabody,0.431982149
1558,MA,Pelham,0.148816234
1559,MA,Pembroke,0.519827851
1560,MA,Pepperell,0.528540574
1561,MA,Peru,0.286919831
1562,MA,Petersham,0.415233415
1563,MA,Phillipston,0.493165089
1564,MA,Pittsfield,0.202321393
1565,MA,Plainfield,0.215584416
1566,MA,Plainville,0.516151046
1567,MA,Plymouth,0.479486145
1568,MA,Plympton,0.533947066
1569,MA,Princeton,0.498696785
1570,MA,Provincetown,0.088235294
1571,MA,Quincy,0.368961052
1572,MA,Randolph,0.234897108
1573,MA,Raynham,0.524903115
1574,MA,Reading,0.46573613
1575,MA,Rehoboth,0.518778968
1576,MA,Revere,0.329052495
1577,MA,Richmond,0.244853738
1578,MA,Rochester,0.54528
1579,MA,Rockland,0.461689815
1580,MA,Rockport,0.352023609
1581,MA,Rowe,0.381742739
1582,MA,Rowley,0.540201005
1583,MA,Royalston,0.394970414
1584,MA,Russell,0.489847716
1585,MA,Rutland,0.520912548
1586,MA,Salem,0.289940828
1587,MA,Salisbury,0.453121347
1588,MA,Sandisfield,0.338461538
1589,MA,Sandwich,0.522158771
1590,MA,Saugus,0.480155243
1591,MA,Savoy,0.290140845
1592,MA,Scituate,0.499867503
1593,MA,Seekonk,0.465263448
1594,MA,Sharon,0.353936932
1595,MA,Sheffield,0.274563319
1596,MA,Shelburne,0.199294533
1597,MA,Sherborn,0.444402563
1598,MA,Shirley,0.473482428
1599,MA,Shrewsbury,0.451645065
1600,MA,Shutesbury,0.1248
1601,MA,Somerset,0.370848895
1602,MA,Somerville,0.14051759
1603,MA,Southampton,0.453348598
1604,MA,Southborough,0.479324604
1605,MA,Southbridge,0.346910963
1606,MA,South Hadley,0.371190503
1607,MA,Southwick,0.565190777
1608,MA,Spencer,0.503616637
1609,MA,Springfield,0.19240187
1610,MA,Sterling,0.558534031
1611,MA,Stockbridge,0.187086093
1612,MA,Stoneham,0.451164295
1613,MA,Stoughton,0.402519798
1614,MA,Stow,0.430216165
1615,MA,Sturbridge,0.498570067
1616,MA,Sudbury,0.414138523
1617,MA,Sunderland,0.216970999
1618,MA,Sutton,0.576255367
1619,MA,Swampscott,0.390202291
1620,MA,Swansea,0.414742451
1621,MA,Taunton,0.388284704
1622,MA,Templeton,0.490071485
1623,MA,Tewksbury,0.518126982
1624,MA,Tisbury,0.23943662
1625,MA,Tolland,0.557553957
1626,MA,Topsfield,0.539650873
1627,MA,Townsend,0.553524274
1628,MA,Truro,0.27198364
1629,MA,Tyngsborough,0.534085492
1630,MA,Tyringham,0.329457364
1631,MA,Upton,0.508102955
1632,MA,Uxbridge,0.519147751
1633,MA,Wakefield,0.470092554
1634,MA,Wales,0.468176915
1635,MA,Walpole,0.533180778
1636,MA,Waltham,0.351711482
1637,MA,Ware,0.419628148
1638,MA,Wareham,0.426676492
1639,MA,Warren,0.435084672
1640,MA,Warwick,0.240618102
1641,MA,Washington,0.219047619
1642,MA,Watertown,0.270160325
1643,MA,Wayland,0.360169492
1644,MA,Webster,0.463912914
1645,MA,Wellesley,0.422297065
1646,MA,Wellfleet,0.276092774
1647,MA,Wendell,0.126126126
1648,MA,Wenham,0.536244171
1649,MA,Westborough,0.426496872
1650,MA,West Boylston,0.49988001
1651,MA,West Bridgewater,0.548419722
1652,MA,West Brookfield,0.488180884
1653,MA,Westfield,0.461122075
1654,MA,Westford,0.488135856
1655,MA,Westhampton,0.36389414
1656,MA,Westminster,0.525023386
1657,MA,West Newbury,0.486808818
1658,MA,Weston,0.47711826
1659,MA,Westport,0.392686619
1660,MA,West Springfield,0.448892749
1661,MA,West Stockbridge,0.181715576
1662,MA,West Tisbury,0.187848101
1663,MA,Westwood,0.505894128
1664,MA,Weymouth,0.443410463
1665,MA,Whately,0.313541667
1666,MA,Whitman,0.491984373
1667,MA,Wilbraham,0.52797075
1668,MA,Williamsburg,0.199753391
1669,MA,Williamstown,0.171904378
1670,MA,Wilmington,0.515413564
1671,MA,Winchendon,0.464663462
1672,MA,Winchester,0.438787499
1673,MA,Windsor,0.243295019
1674,MA,Winthrop,0.401911186
1675,MA,Woburn,0.452476225
1676,MA,Worcester,0.291970182
1677,MA,Worthington,0.28769018
1678,MA,Wrentham,0.558628319
1679,MA,Yarmouth,0.47044406
1681,MD,Allegany,0.652766294
1682,MD,Anne Arundel,0.494023555
1683,MD,Baltimore,0.407962668
1684,MD,Baltimore City,0.110923588
1685,MD,Calvert,0.53151679
1686,MD,Caroline,0.612645697
1687,MD,Carroll,0.656679364
1688,MD,Cecil,0.590953368
1689,MD,Charles,0.336867758
1690,MD,Dorchester,0.527335252
1691,MD,Frederick,0.508535926
1692,MD,Garrett,0.75142409
1693,MD,Harford,0.586875195
1694,MD,Howard,0.383191539
1695,MD,Kent,0.495789128
1696,MD,Montgomery,0.274458579
1697,MD,Prince George's,0.091503639
1698,MD,Queen Anne's,0.642638103
1699,MD,St. Mary's,0.569380162
1700,MD,Somerset,0.507549612
1701,MD,Talbot,0.559263028
1702,MD,Washington,0.581607079
1703,MD,Wicomico,0.526348808
1704,MD,Worcester,0.584441001
1706,ME,Abbot,0.569920844
1707,ME,Acton,0.46641791
1708,ME,Addison,0.511111111
